title,leadership,focus,experience_level,company_name,company_industry,location,city,state,remote,salary_range,salary_min,salary_max,employment_type,required_education,job_id
Data Scientist,Staff,Data Science Solutions,Senior,GOBankingRates,Digital Marketing and Media,Anywhere,Anywhere,,Remote,$180k - $200k,180000.0,200000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJTdGFmZiBEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoiV1NCWkNpTWx3SEo4RTJWSEFBQUFBQT09IiwiZmMiOiJFcUlDQ3VJQlFVNTFWMmhqYm5CdGRXTkxaSFZCTm1Zd1MySktZMGhRWlhFdGMyaEtNM3BrVUVoVldFUXhlVVl0UVZsbWMyUnBXQzEyUkdkQlJXdFNSWEE1ZERKYVYzazVjbTh5ZVU0dGR6WjVhRk5WWDNONGRGWXdSa05yY21odWFtSnVhbTFmVDJNdE1UQm5jVzVhVUVRMU16WlJPRkJGUVZwV1RsaDFWbHBFYjBoV1oyaENieko1U2xNMGVGOU9UMFpEUmkxUFJGbzNhRWM0VDI0MllTMXFUbVYxZUVGaVREWndaRTVuZGpCdlIyWnljV05aUVdkSmFVRnpNMVpEVmxrM1luSlpaRE13UjBKNWJtRkRUMUJQYUdKMloyMVNXSHBuUkRGdmJXSlpOVFJsWHpBNWR4SVhhRmxJYlZwamRtaEJOMlpTYTFCSlVIRjBZWGhwUVdNYUlrRlFXR2h0TlZsTlZYZGhRV00xWDNwVFMwaFlVMlZQYmw5elVYbGhhWGgxYW5jIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTUiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2pvYnMvdmlldy9zdGFmZi1kYXRhLXNjaWVudGlzdC1hdC1nb2JhbmtpbmdyYXRlcy0zODM4ODIxMjU4P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,Senior,Marketing Insights and Analytics,Senior,Amazon.com Services LLC,E-Commerce,"Los Angeles, CA",Los Angeles,CA,On-Site,$41k - $57k,41000.0,57000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJTci4gRGF0YSBTY2llbnRpc3QiLCJodGlkb2NpZCI6IlRfVVotSnZHYU5KXy1XZndBQUFBQUE9PSIsImZjIjoiRXJZQ0N2Y0JRVTUxVjJoamJuTlJhV3gwV1dsVE0yWjNNbWw1UVZZeFptTndObEUwT1ZZNVlXNTRaM1k1VWpSTGVXbDZPVmRuZURoWk5FcGlUWGQ1T0VoUmJUQTBhMGsyUmxFMWEwbGhjbHBmUzJGZlJtZDVWMjh6VVZoWlYwNWpiVkUyTXpGc1FYcFpla2RzZUc1WmVuWlBRa1pvY1RCbmFIcHViWGhaTjNGamVuTlNiV1F3T0VJM1FXRk5hR0ZUWkdkMWIzYzFaSFJYWTBRNGFIZGhMVU5tYVMwellXeEpjRXR2UjJkblJsWlFkR2hUWW1GbWVtWllSbVZNVW1oNVpIWnlZelpIU1RoVGVFOTRRM2xpZDJ3MFduSlBaMGhxTmtKbE1EQlpXbkJmYjJabVZtOXJiV3BSYTFsbVNuZHZlbmxXUVdVeGRYZEhWbGRLVVJJV2FrbEliVnBhUjNoS1RHRkxhMlJWVURCZlZ6UmxRUm9pUVZCWWFHMDFXVlZmVXpjM1IyTkdlbTh3VDFGUWNsWjBMVzFLTmtOZmNsSXhadyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiLm5GZzJlYntmb250LXdlaWdodDo1MDB9LkJpNkRkY3tmb250LXdlaWdodDo1MDB9QXBwbHkgZGlyZWN0bHkgb24gTG9zIEFuZ2VsZXMgQ0EgR2VlYm8uY29tIEZyZWUgQ2xhc3NpZmllZHMgQWRzIC0gR2VlYm8iLCJsaW5rIjoiaHR0cHM6Ly9sb3NhbmdlbGVzLWNhLmdlZWJvLmNvbS9qb2JzLW9ubGluZS92aWV3L2lkLzg0ODcwMzA2NC1zci1kYXRhLXNjaWVudGlzdC0vP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,Medical & Imaging Informatics,Mid,UCLA Health,Healthcare,"Los Angeles, CA",Los Angeles,CA,Hybrid,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJSZXNlYXJjaCBEYXRhIFNjaWVudGlzdCwgSHlicmlkIiwiaHRpZG9jaWQiOiJJc3dsd3BSNzVvMHUwbUMtQUFBQUFBPT0iLCJmYyI6IkVyWUNDdmNCUVU1MVYyaGphMmh1UlY4MU1rRlJSRmRHWjNjNVNqUm5RbWRTVTFCR0xVdHNVVVpCVkdzelV6TnBRV2x3UjI5c2VFVndURzVzVjI5T1dsZGhWelI0VWxCeWVXbERNSE5PTFVac2RVWmplbkJ5WkVsRFJtVnBiV3B0TTJ0TWJ6QllaV0p6VmpCSFZHRjRlRVZDZGxWM1pEaHVaVWhKVWw4MlIxTXdNVEJ3Y0doUmNrRkRTRVJVWTNGeVoyMUNMWGRxWVZwb1NqaGhMVko2VGtsWVZXNWlOR2QyUlhZMlptVTBTWEJPWVMxcFpVWmlVWEpJVUhWSldVWkxVRXQzVTFFdGJtbERhVGRMWkc4M1IxSkJWbGR4WTFSVGFuWjJZMDlCWlc1UFNuUnVXWGd6TW04MWRYQmtkMGhRVHpBMFpHRk5UM1kwWjNORlFSSVdha2xJYlZwYVIzaEtUR0ZMYTJSVlVEQmZWelJsUVJvaVFWQllhRzAxV21ZMVZYQmhja3gwV2w5bFVqQllWMjlSYzBsdlREZHdWVWRIUVEiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18zIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIFNpbXBseUhpcmVkIiwibGluayI6Imh0dHBzOi8vd3d3LnNpbXBseWhpcmVkLmNvbS9qb2Ivdkx0U2VOU2tPdTJ1OEN3dXNmX21NVmViUjAtV0V6ZHR6VUhKSFVIRzRzd1lXdWpJRDZEQkFRP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,Predictive Analytics,Mid,Farmers Insurance,Insurance,"Woodland Hills, CA",Woodland Hills,CA,Remote,$113k,113000.0,113000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCBJIiwiaHRpZG9jaWQiOiJOMDV4YVpVM1JFeXlYaFZwQUFBQUFBPT0iLCJmYyI6IkVvc0NDc3dCUVU1MVYyaGpiRzFwZGxjNVJtZHhRVkV5Y0hoYVRsRkliRUZuVTFwVmJXTkVZMGx1ZFV4d05DMVRaMTk2V0RCbmJtNWlXV2hGVTNSeVkwdHBibWxPUlRCVmExYzFXVTgwZDFoWFJsbEJUM0pxYUhSM1ptRkJiek5JWDBSV2NXaFpjM3BYTUhscWQwcDBiRkp6ZVVObFJFSkxOVVEyUlhad1psb3dhVWhQWkRsTmRrRkllWGRmV1ZsdkxWWXpiVkZwYUROcVZraDRVRWMwWjFKTk4yeDJhblk0UkVWbFQydGFNbEV3Tkd4VFRXSnJSRkZxTW5Wc1YyWndjazlDV0RsUlZVeFNaMmc1YUdWaVprRk9FaFpxU1VodFdscEhlRXBNWVV0clpGVlFNRjlYTkdWQkdpSkJVRmhvYlRWaE5XUjZUbkZZYTIxWU1GZHVNVnBCTjIxU2VEUjZjbWhqWms5QiIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzUiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gU2FsYXJ5LmNvbSIsImxpbmsiOiJodHRwczovL3d3dy5zYWxhcnkuY29tL2pvYi9mYXJtZXJzLWluc3VyYW5jZS9kYXRhLXNjaWVudGlzdC1pL2oyMDIzMDYyNTA4MzUzODIzMzcyNDM/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,Analytics,Mid,Instagram,Social Media,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$97k - $137k,97000.0,137000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCwgQW5hbHl0aWNzIiwiaHRpZG9jaWQiOiJpdDJoWDg3THI2TU9nSUExQUFBQUFBPT0iLCJmYyI6IkVxRUNDdUlCUVU1MVYyaGpiVTVpWTBwTU5uSkpVMms0Y2pFdGMycHpUbE5zVWxRdFFVTlphR1Y2WDNSZlNVNDRXVlI1WjJaeFJVMUNSWGgwYUUwd1oyUjJWMUZoZFdOWFpESmtXbVJ3VERCM2RqWklURkF0V0Vjek9HZHNhV0Z4Yms1dE5tcDFlSHBoVDFCemIxQTNZVEI0T0VkSVpsQjVNalEzT1VwbVRXcDZNamxPUjBkVU1UQjRhRmN5Y2pJelgwbGliWHB1TmtrMmRVbHRiVFpsTmw5bWRIcDVTMkphU1U0MVVEaHNhR3d5TmxKRGRUVldPVk5JWDBRMExUQjJlSGhsTFdsVE9GZ3pYemRxVkVjMlkwUnhjRE5qYjFZeVpsb3RYMDV0VlMxVGVXWlpTekowUVJJV2FrbEliVnBhUjNoS1RHRkxhMlJWVURCZlZ6UmxRUm9pUVZCWWFHMDFZblpvYW05YVdGQkVjVlUzUlUxRUxXTXRWMWxFZW5KclNWUkdVUSIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzciLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgZGlyZWN0bHkgb24gSm9iek1hbGwiLCJsaW5rIjoiaHR0cHM6Ly93d3cuam9iem1hbGwuY29tL2luc3RhZ3JhbS9qb2IvZGF0YS1zY2llbnRpc3QtYW5hbHl0aWNzP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Other,VP,Data Science & Analytics,Senior,Snap Inc,Nonprofit Charitable Organizations,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$100k - $130k,100000.0,130000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJWUCBvZiBEYXRhIFNjaWVuY2UgXHUwMDI2IEFuYWx5dGljcyIsImh0aWRvY2lkIjoiWjhYY2xDRWpKZ2IyNnVKU0FBQUFBQT09IiwiZmMiOiJFcUVDQ3VJQlFVNTFWMmhqYm1KUGN6bE1YeTB4VG1aeE1tZGFSRnBETWtRMVprSTFTM1EzTkhwMVZHbGlWbEZUV2tGT1VuVk5SM013ZGpWdU1UZHBka0ppU2tSdE1GZE1Ta05oTVdJMk9FcFNVazFQVlU5M2JubHlUMkZrTmpKV1UwMTRaWEJPVHpaa1JuZ3dabDl6TTNoUlZ6VnRYek5GWDNsaWNHdFJkRzFQZVdweFVGOWlja0p1YmtSTlRVTnVWMWhWYVY5UlVrUllZWEp2VW5KblozWlBVbUUwY3pWNWIwc3RlRlJTZEZaZlNYSmxPRGxWT1VRMFRrdFVka3BtVEVSelNHdHVSRVZNT1RGc1VUZzVVbkI1VlRsT2VWOTFaMFJ3Uldod1VubHlUSE5oTmtkS1FSSVdha2xJYlZwYVIzaEtUR0ZMYTJSVlVEQmZWelJsUVJvaVFWQllhRzAxV1VaUFJHVTNTM3BKVDB0U2RsRnBkbGxMYUcxd1FsQnljbGN3VVEiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMCIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBNb25zdGVyIiwibGluayI6Imh0dHBzOi8vd3d3Lm1vbnN0ZXIuY29tL2pvYi1vcGVuaW5ncy9iNmEwZDI3NS05MzExLTQ5NDAtOGU0MC0zYWM4MTk3YjYyMWM/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,Staff,Data,Mid,VirtualVocations,Other,"Los Angeles, CA",Los Angeles,CA,Full-Time,Not provided,,,Full-Time,None,eyJqb2JfdGl0bGUiOiJTdGFmZiBkYXRhIHNjaWVudGlzdCIsImh0aWRvY2lkIjoia2JMc280NVZhRU8zV1JSV0FBQUFBQT09IiwiZmMiOiJFb3NDQ3N3QlFVNTFWMmhqYkhRNWNHUm9XSHBhZGt4cWRuaHBaa1F6TXkwMU0zWmxUMkZPYVVJd1VHVnpVVlpRTVRBeFdWRjRhakpwZVZSWE5uSXRjV3BqY21oNWR6SnNVR2xQVkZoc1JsTmthRjl1TkdWUmNYZ3lTRzF5TWtoZk5sVTRlbFpSUlMxV1RuSkhjMDFoUkhwWVR6WlRlVmhEVTFWMU9VOWlUMlZ5TjNOcGVYRnBSRTFzTTBwcFRIUldOamxrVEROTFMwVmZNWEZCWHpsM2FHdE5WVlJ6ZWpSRlYwdEVNbEZpYVRsNU4wVnlXSGxHTVVvMVYxTk5PRzlLYldSUmIwSkpOa3g1ZW1kck1UZE9jVzloRWhacVNVaHRXbHBIZUVwTVlVdHJaRlZRTUY5WE5HVkJHaUpCVUZob2JUVmllRTlNY2xCQlRsVkdXbmhaVGxOeVIxWlNXREZsU2pocmRVbDMiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBUYWxlbnQuY29tIiwibGluayI6Imh0dHBzOi8vd3d3LnRhbGVudC5jb20vdmlldz9pZD1mOGNjYzQ4Yzk0OTVcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Other,None,Data Science,Entry,SynergisticIT,IT Services,"Los Angeles, CA",Los Angeles,CA,On-Site,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJKdW5pb3IgRGF0YSBzY2llbnRpc3RzIiwiaHRpZG9jaWQiOiJfMDgxWmxlRVhzU0NuWndRQUFBQUFBPT0iLCJmYyI6IkVvc0NDc3dCUVU1MVYyaGpibEJLU0ZwWFJreHFibmhvT0ROUlV6VndRVU41TjNweWIydzRSQzAwYzJaU00wcDNObEZyU1VoMVN5MW1lR1UzYjNSWlJHRmpjSE56WlVoS1NFMUZURzg1WW5oNExUQlhPR1Z2VlRaTVZsSXRWVVl3WkdOQldtMUhiMUpuUzNOdE5tVlhiVFE1TVhwYU1VNUdTRFIzUkZkeldXbFpialo0TWtZM1MxUmlhVVZGU1dJd1FtTjJkMk5mVEV0V1NWQjJPVk51Tkd4UFFYTnJNR2R4V1ROb01GRkJkVGRhTlY5VldERlNZM0pzTFRaUGFYVlpPWGh1U0VSQ2VFUTBNREI1U1c1WWFHZENFaFpxU1VodFdscEhlRXBNWVV0clpGVlFNRjlYTkdWQkdpSkJVRmhvYlRWaVRHdHdhRmwzTTNGclkxZElZMGxaWms5alpVNVdZMHhOUzNoUiIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIFppcFJlY3J1aXRlciIsImxpbmsiOiJodHRwczovL3d3dy56aXByZWNydWl0ZXIuY29tL2MvU3luZXJnaXN0aWNJVC9Kb2IvSnVuaW9yLURhdGEtc2NpZW50aXN0cy8taW4tTG9zLUFuZ2VsZXMsQ0E/amlkPTcyZTBjMDMwMmMwY2Q5MTVcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,Optimizing Data Models,Mid,COEADAPT INC.,Unknown,California,California,CA,Ambiguous,$108k - $228k,108000.0,228000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoiUEhrQXRjM3Zma3diOG5mWkFBQUFBQT09IiwiZmMiOiJFdllCQ3JjQlFVNTFWMmhqYkZWS2JITmFSamgxZFZadlFsSmFhSGx5Ym1WaWFrSXliRXd0Ym5nd1YyUmljREJqWVdOaFQwNUZOMDFpTjFBemJWbEZSVEZYWDFKNVZFMDBSbEZoWDNobFIyOHhiVEpOVXpsRFpUaFBaV2cyT0c5VFZVSm5TbGd5V1hKSmVFbG9aalpsV1VOSU1FVjViMlZMVGxrMFQycHhOMk5sWlRaNWJIbEpjMVpITmxOQ1lURlBWMHR6ZDI5amMwZFViVEp6ZFRBMmIySnFXamQxWVZnMFFsQXdjek5pVGtseGRXbElUVzAyTTBWNGVsTkpFaFpxU1VodFdscEhlRXBNWVV0clpGVlFNRjlYTkdWQkdpSkJVRmhvYlRWaVdWOXRWV2RrTm5OZk1HRnVURnB3U1dwNlRXRkhWek5rTTNKQiIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEzIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vd3d3LmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvZGF0YS1zY2llbnRpc3QtYXQtY29lYWRhcHQtaW5jLTM3MDk2Nzc3MjM/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,Product,Mid,Snap Inc,Social Media,"Los Angeles, CA",Los Angeles,CA,Hybrid,$80k - $100k,80000.0,100000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJQcm9kdWN0IERhdGEgU2NpZW50aXN0IGF0IFNuYXAgSW5jIGluIExvcyBBbmdlbGVzLCBDQSIsImh0aWRvY2lkIjoiNUZPc2NhRGMzMDByQWk3UkFBQUFBQT09IiwiZmMiOiJFdUVDQ3FJQ1FVNTFWMmhqYlhKMk1ISlBlV2xUTWxGMVNuVmhZV05sUW1Oa2NtVllWMnBNTVRsdU9YUlRkR1pLU1ZKZmMzTTFTa2RoZG1oelEwMUdRblZQYVc0MlZWTmhTV0p6ZVZSUFFVcFdha3RrZEZkdVlrNVNlRzlYZEU5WVFsRnZNVEpxU1ZwSFFYZEJMVjgzYUZGTFlUSmZWMHB6UVV4cFVtZGFaa2RHYlhoWFdXaHllQzFIZEdGdU1tMWtWVVJVYVcxaVUzTnJPVFowYWs5M2VYZzBObk52UlVkYU4xUXlkVUpIVlVWQlFrVk5kMlJtWjBGblVUZzViekpHVDJJek1YZFFZbDlrTTNreU5WWkpjbXhyTTBSSFMwVnFOVFpOYjNoeFYzUTRUV3RwU1RCRmVrcGZVakl3VmpObGN6Sk5VM1J1Y0habVp6RnJaVUp4UVY5VWJHZzNVVXR2UnpGZlIxOUNiMUJLTmtaaVZIWm9UVXhoWTJsV1RrOWllRWR3ZWtFM01uY1NGbXBKU0cxYVdrZDRTa3hoUzJ0a1ZWQXdYMWMwWlVFYUlrRlFXR2h0TldGQmQxSldkbUpaYkRGV2VHUjZlQzF0TUhsR2RVMW9kVmROUWtFIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTQiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgZGlyZWN0bHkgb24gTG9zIEFuZ2VsZXMgQ0EgR2VlYm8uY29tIEZyZWUgQ2xhc3NpZmllZHMgQWRzIC0gR2VlYm8iLCJsaW5rIjoiaHR0cHM6Ly9sb3NhbmdlbGVzLWNhLmdlZWJvLmNvbS9qb2JzLW9ubGluZS92aWV3L2lkLzEwNjYwODkxNTYtcHJvZHVjdC1kYXRhLXNjaWVudGlzdC1hdC0vP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,AdTech/Pricing Optimization,Senior,"Tentek, Inc.",Unknown,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$148k - $245k,148000.0,245000.0,Full-Time,None,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAoQWRUZWNoL1ByaWNpbmcgT3B0aW1pemF0aW9uKSIsImh0aWRvY2lkIjoiZ043cUVhanpMelRxcjg5bkFBQUFBQT09IiwiZmMiOiJFdUlDQ3FJQ1FVNTFWMmhqYkY5dVRrbHdTalF4Y1UxV1dHOTJMVFZOUkROQmIyeE9OVlJpWVhSU1gzbFJYMnhVTTNOUFZFZ3lZbFpSWVdGaVdGTnJhR05OWjBoblVrdGpaMWQ2TkRSWlIyMUhVbUZhVkRSbFVsOVRURTFXTVRSb1kzRlVTeTF5VDJkbmRURTNSRGN3WHpWSlRtd3laRGwyTUVOd2RFTlRRVTVDVjJSWmRrWmtXRkphVVMxUGIxQTFYMDVyWkhsa1dFMVhUM0E0VUdkQmFFWXphREI2YkhaTFYxcEpVRlI2ZFhKaFJraHpZMlk0Ym5RNVEyOTZibVU1VEhOelFtbGxTMlJrWTJ0d1VqaDRPWGxDY25GcVZXbDVOM0ZqVGs5T1VERk5TbGc1Vld4VVkxRkRSMUZIVjFKTk4xVlRZak0xVkRCVFlVNU9ZUzB0TjBnd1JFRk9Ta1EwUTNOV1gyODBkVGhhVUdaWE9VeEtkRUpWWlZGeVZHcDFUbDh0V1V0UlJGRVNGMm8wU0cxYVpUZDBSV1Z0VDNWeU9GQjBjblZHWjBGWkdpSkJVRmhvYlRWaWFVSkVVVEJJVVZjM2FYRmlZWEZsZW1GdVlVVldlR2xhV1RoMyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiLm5GZzJlYntmb250LXdlaWdodDo1MDB9LkJpNkRkY3tmb250LXdlaWdodDo1MDB9QXBwbHkgZGlyZWN0bHkgb24gRGljZSIsImxpbmsiOiJodHRwczovL3d3dy5kaWNlLmNvbS9qb2ItZGV0YWlsLzFjM2FlNDE2LTJhYTItNDI2NS04ZDNjLTMwYTQ3YzliMTQzZT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,Remote Sensing,Mid,Experfy Inc,Unknown,"Los Angeles, CA",Los Angeles,CA,Remote,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoiSV9sOVFDRmZydDlzWXczMEFBQUFBQT09IiwiZmMiOiJFcUlDQ3VJQlFVNTFWMmhqYTBWVFIwdzFWMFE0VG5BeGFVUlFPR1JuWm5sSVQxSlhYM2RFZGtjNU5GUlhjVGhCU1RKVmNISjBiMGhSYTNnd1RFeFhNbmwzTVV0YWFraGtRVFpTU1hsWGRWbzJaV2xqYUZWRU5GaGljbXhuZFVFM1V6RllObEE0VDB0a2JsVk1kWFIxWjNGdVZrbFVaa3BYWVZab0xWOVpWalZDV2xGaVpVOWlhbmQwT1V0d1pYUkpTMmhsTFd4TlkydzRRbFpQUWw5YWJtSlBURE5aUzBvM1FubzJWRzlVVjA1bFdsOXhWMDlaTjFOemNqaFJXbUpQTkRSNVZHZHpSSEpqUWkxMVJrVTJiSFZSY0hsVVpqTktOakV0WlhkUVdrRlBjMUl3Y0ZsTVFSSVhhalJJYlZwbE4zUkZaVzFQZFhJNFVIUnlkVVpuUVZrYUlrRlFXR2h0TlZwZmRXdEZTVU5VTTBZd1kyMUNVaTFpU3psV1RWcDVlRTgyVFhjIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMyIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBTYWxhcnkuY29tIiwibGluayI6Imh0dHBzOi8vd3d3LnNhbGFyeS5jb20vam9iL2V4cGVyZnktaW5jL2RhdGEtc2NpZW50aXN0L2oyMDIzMTEyMjIxNTczMzEwODcyMzk/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,Senior,Insurance,Senior,VirtualVocations,Insurance,"Los Angeles, CA",Los Angeles,CA,On-Site,$54k - $107k,54000.0,107000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJTZW5pb3IgZGF0YSBzY2llbnRpc3QiLCJodGlkb2NpZCI6InFGRmxpWHRTZEhUWXZ2N01BQUFBQUE9PSIsImZjIjoiRXFJQ0N1SUJRVTUxVjJoamJHRktWRE50ZWxoalZ6RjBXbTgyVXpSUlNFZzBUVjlQV1VZeWFURjJORGwyY0MxeVVrVldWa3B5UjNoTWNtSnJkbTVNV2kxWVpYQlRSa1JWWW1GM2FsRk1kV0ZMT1ZOcFptRkpabk4zUjFSR1lYcEtjRlZWWDFOak1tbDFTbXM0YXpaNFZGRndNR2RqVEZWa1ZuQjBiRFU0UlVZd1lXUkRTMHREZFZaUlYxSndZelZtTW5GVU0yWlBabEp4UkUxUFRHSllNRE5IYUVSVldHc3dPRzF6VkdOdk9IazRNMjV0TkRsdU0zRTViemhFTlVwaVZrZHpaV2swU1hKc2JFNW1WMGhqTkhOeWNVUjZWRmxKVlRrNWVtVlVXalpoZEU5ZlZXMWhaeElYYWpSSWJWcGxOM1JGWlcxUGRYSTRVSFJ5ZFVablFWa2FJa0ZRV0dodE5Wa3pObTFRVkdkZlluazBRemhHWmpKNFRtbHRXREJ0WTFsV2NuYyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzUiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gVGFsZW50LmNvbSIsImxpbmsiOiJodHRwczovL3d3dy50YWxlbnQuY29tL3ZpZXc/aWQ9NzIzZDQwMjI0NDIyXHUwMDI2dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
